cell_id,robot_id,x,y,orientation,signal_strength
0,0,-2.2484427860548815,-1.4783031326976235,0.8454183280151486,-4.02177861632417
0,0,-2.2484427860548815,-1.4783031326976235,0.8454183280151488,-4.02177861632417
0,0,-2.182100953339947,-1.4034782622866184,0.8454183280151488,-4.02177861632417
0,0,-2.115759120625013,-1.3286533918756134,0.8454183280151488,-4.0055681616882595
0,0,-2.0494172879100785,-1.2538285214646083,0.8454183280151488,-3.9893056906427162
0,0,-1.9830754551951444,-1.1790036510536033,0.8454183280151488,-3.972990943721385
0,0,-1.9167336224802103,-1.1041787806425982,0.8454183280151488,-3.9566236606591048
0,0,-1.8503917897652762,-1.0293539102315932,0.8454183280151488,-3.9402035804185616
0,0,-1.784049957050342,-0.9545290398205881,0.8454183280151488,-3.923730441218474
0,0,-1.717708124335408,-0.8797041694095831,0.8454183280151488,-3.9072039805629686
0,0,-1.6513662916204739,-0.804879298998578,0.8454183280151488,-3.8906239352725294
0,0,-1.5850244589055398,-0.730054428587573,0.8454183280151488,-3.8739900415161657
0,0,-1.5186826261906057,-0.6552295581765679,0.8454183280151488,-3.8573020348452616
0,0,-1.4523407934756716,-0.5804046877655629,0.8454183280151488,-3.840559650228748
0,0,-1.3859989607607375,-0.5055798173545578,0.8454183280151488,-3.8237626220900367
0,0,-1.3196571280458034,-0.43075494694355276,0.8454183280151488,-3.8069106843454747
0,0,-1.2533152953308693,-0.35593007653254777,0.8454183280151488,-3.790003570444526
0,0,-1.1869734626159352,-0.28110520612154277,0.8454183280151488,-3.773041013411728
0,0,-1.120631629901001,-0.20628033571053778,0.8454183280151488,-3.7560227458904265
0,0,-1.054289797186067,-0.13145546529953275,0.8454183280151488,-3.738948500188414
0,0,-0.9879479644711329,-0.056630594888527744,0.8454183280151484,-3.721818008325492
0,0,-0.9216061317561988,0.01819427552247728,0.8454183280151488,-3.7046310020830617
0,0,-0.8552642990412647,0.09301914593348232,0.8454183280151488,-3.6873872130557643
0,0,-0.7889224663263306,0.16784401634448734,0.8454183280151488,-3.6700863727053132
0,0,-0.7225806336113965,0.24266888675549236,0.8454183280151484,-3.652728212416527
0,0,-0.6562388008964624,0.3174937571664974,0.8454183280151488,-3.6353124635556426
0,0,-0.5898969681815283,0.3923186275775024,0.8454183280151488,-3.617838857531069
0,0,-0.5235551354665942,0.4671434979885074,0.8454183280151484,-3.600307125856567
0,0,-0.45721330275166,0.5419683683995125,0.8454183280151484,-3.5827170002169595
0,0,-0.39087147003672584,0.6167932388105175,0.8454183280151484,-3.5650682125365165
0,0,-0.3245296373217917,0.6916181092215226,0.8454183280151484,-3.5473604950500643
0,0,-0.25818780460685753,0.7664429796325276,0.8454183280151484,-3.529593580376897
0,0,-0.19184597189192337,0.8412678500435327,0.8454183280151484,-3.5117672015976
0,0,-0.12550413917698922,0.9160927204545377,0.8454183280151484,-3.4938810923339076
0,0,-0.05916230646205506,0.9909175908655428,0.8454183280151484,-3.475934986831703
0,0,0.007179526252879098,1.0657424612765478,0.8454183280151484,-3.4579286200471913
0,0,0.07352135896781326,1.1405673316875529,0.8454183280151484,-3.439861727736421
0,0,0.1398631916827474,1.215392202098558,0.8454183280151484,-3.4217340465483375
0,0,0.20620502439768157,1.290217072509563,0.8454183280151484,-3.403545314121267
0,0,0.2725468571126157,1.365041942920568,0.8454183280151484,-3.3852952691832243
0,0,0.3388886898275499,1.439866813331573,0.8454183280151484,-3.3669836516559215
0,0,0.40523052254248404,1.5146916837425781,0.8454183280151484,-3.348610202762835
0,0,0.4715723552574182,1.5895165541535832,0.8454183280151484,-3.3301746651412287
0,0,0.5379141879723524,1.6643414245645882,0.8454183280151484,-3.3116767829585
0,0,0.6042560206872866,1.7391662949755933,0.8454183280151484,-3.2931163020328142
0,0,0.6705978534022208,1.8139911653865983,0.8454183280151484,-3.2744929699583096
0,0,0.736939686117155,1.8888160357976034,0.8454183280151484,-3.255806536234857
0,0,0.8032815188320892,1.9636409062086084,0.8454183280151484,-3.2370567524027507
0,0,0.8696233515470234,2.0384657766196135,0.8454183280151484,-3.2182433721823074
0,0,0.9359651842619576,2.1132906470306185,0.8454183280151484,-3.1993661516186407
0,0,1.0023070169768917,2.1881155174416236,0.8454183280151484,-3.1804248492316773
0,0,1.0686488496918258,2.2629403878526286,0.8454183280151479,-3.161419226171823
0,0,1.13499068240676,2.3377652582636337,0.8454183280151479,-3.1423490463811135
0,0,1.201332515121694,2.4125901286746387,0.8454183280151479,-3.123214076760391
0,0,1.2676743478366281,2.487414999085644,0.8454183280151479,-3.1040140873424633
0,0,1.3340161805515625,2.562239869496649,0.8454183280151475,-3.084748851471545
0,0,1.4003580132664968,2.637064739907654,0.8454183280151475,-3.065418145989163
0,0,1.466699845981431,2.711889610318659,0.845418328015147,-3.0460217514267782
