cell_id,robot_id,x,y,strength
2,1,7.996892214520527,6.023403866727675,3.1903226493346253
2,1,7.896892240117005,6.023475415976591,3.2283749410711735
2,1,7.796892265713483,6.023546965225508,3.265130777822396
2,1,7.696892291309961,6.023618514474425,3.3005118511393405
2,1,7.596892316906439,6.0236900637233415,3.334439695657778
2,1,7.4968923425029175,6.023761612972258,3.3668361237129716
2,1,7.396892368099396,6.023833162221175,3.3976236932975254
2,1,7.296892393695874,6.023904711470092,3.426726205798669
2,1,7.196892419292352,6.023976260719008,3.4540692289350297
2,1,7.09689244488883,6.024047809967925,3.479580639297094
2,1,6.996892470485308,6.024119359216842,3.503191177916463
2,1,6.896892496081787,6.0241909084657586,3.5248350113876015
2,1,6.796892521678265,6.024262457714675,3.544450290284985
2,1,6.696892547274743,6.024334006963592,3.561979696001565
2,1,6.596892572871221,6.024405556212509,3.577370966721322
2,1,6.496892598467699,6.0244771054614255,3.5905773930655194
2,1,6.3968926240641775,6.024548654710342,3.601558274046461
2,1,6.296892649660656,6.024620203959259,3.6102793243416826
2,1,6.196892675257134,6.024691753208176,3.6167130245711903
2,1,6.096892700853612,6.024763302457092,3.6208389072119616
2,1,5.99689272645009,6.024834851706009,3.622643771995321
2,1,5.896892752046568,6.024906400954926,3.6221218260681987
2,1,5.796892777643047,6.0249779502038425,3.6192747458097188
2,1,5.696892803239525,6.025049499452759,3.6141116589229547
2,1,5.596892828836003,6.025121048701676,3.606649047202243
2,1,5.496892854432481,6.025192597950593,3.5969105721419865
2,1,5.396892880028959,6.025264147199509,3.584926827235936
2,1,5.2968929056254375,6.025335696448426,3.5707350223547323
2,1,5.196892931221916,6.025407245697343,3.554378606929479
2,1,5.096892956818394,6.02547879494626,3.535906839767776
2,1,4.996892982414872,6.025550344195176,3.515374314155725
2,1,4.89689300801135,6.025621893444093,3.49284044743883
2,1,4.796893033607828,6.02569344269301,3.4683689445248156
2,1,4.6968930592043066,6.025764991941926,3.442027244722592
2,1,4.596893084800785,6.025836541190842,3.413885961047054
2,1,4.496893110397263,6.025908090439758,3.3840183206099503
2,1,4.396893135993741,6.025979639688675,3.3524996140213617
2,1,4.296893161590219,6.026051188937591,3.319406660886134
2,1,4.1968931871866975,6.0261227381865075,3.2848172975381082
2,1,4.096893212783176,6.026194287435423,3.2488098921545685
2,1,3.996893238379654,6.02626583668434,3.2114628913729675
2,1,3.896893263976132,6.026337385933256,3.1728544015265783
2,1,3.79689328957261,6.026408935182173,3.1330618066545632
2,1,3.6968933151690884,6.026480484431088,3.092161424548337
2,1,3.5968933407655665,6.026552033680005,3.0502282012872044
2,1,3.536098226484484,6.026595532138785,3.007335444003836
2,1,3.536098226484484,6.026595532138785,2.980820175620657
2,2,5.740497654590157,12.453950444822379,6.68163315706245
2,2,5.8344472256375,12.419694378206081,6.68163315706245
2,2,5.928396796684843,12.385438311589784,6.777461162305304
2,2,6.022346367732186,12.351182244973486,6.8673176336998125
2,2,6.116295938779529,12.316926178357187,6.950251268085559
2,2,6.210245509826872,12.28267011174089,7.025295473294307
2,2,6.304195080874215,12.24841404512459,7.091496093072642
2,2,6.398144651921558,12.214157978508293,7.147943915040269
2,2,6.492094222968901,12.179901911891994,7.193810363549336
2,2,6.586043794016244,12.145645845275697,7.228384010241253
2,2,6.710030879629714,12.100437444460376,7.251104937830405
2,2,6.710030879629714,12.100437444460376,7.262331691032031
2,2,6.633389470182596,12.036202762566875,7.262331691032031
2,2,6.556748060735479,11.971968080673374,7.466563197376146
2,2,6.480106651288361,11.907733398779873,7.6769059191083535
2,2,6.403465241841244,11.843498716886373,7.893132208348902
2,2,6.326823832394126,11.779264034992872,8.114794015798907
2,2,6.250182422947009,11.715029353099371,8.34113929483268
2,2,6.173541013499891,11.65079467120587,8.571004019423164
2,2,6.096899604052774,11.58655998931237,8.802677279290915
2,2,6.020258194605656,11.52232530741887,9.033741218246249
2,2,5.919113028228383,11.437553541944066,9.260896676494752
2,2,5.919113028228383,11.437553541944066,9.547186634710055
2,2,5.901804866628157,11.536044290453866,9.547186634710055
2,2,5.8844967050279315,11.634535038963666,9.170821410803033
2,2,5.867188543427706,11.733025787473466,8.82445912354559
2,2,5.8498803818274805,11.831516535983265,8.503670991270958
2,2,5.832572220227255,11.930007284493065,8.20494115699293
2,2,5.815264058627029,12.028498033002865,7.925431972122734
2,2,5.797955897026804,12.126988781512665,7.662820139774066
2,2,5.780647735426579,12.225479530022465,7.415179514303919
2,2,5.763339573826354,12.323970278532265,7.18089547728065
2,2,5.740497654590157,12.453950444822379,6.958601204708835
2,2,5.740497654590157,12.453950444822379,6.68163315706245
3,0,17.30518814068578,10.034417791129858,-0.5295214923556024
3,0,17.38518761188381,10.094418496192674,-0.5295214923556024
3,0,17.465187083081844,10.15441920125549,-0.5597495677993756
3,0,17.54518655427988,10.214419906318303,-0.5898971549994414
3,0,17.625186025477912,10.27442061138112,-0.6199618459705647
3,0,17.705185496675945,10.334421316443933,-0.6499413683500741
3,0,17.78518496787398,10.394422021506747,-0.6798335801205937
3,0,17.865184439072014,10.454422726569563,-0.7096364644938227
3,0,17.94518391027005,10.514423431632377,-0.7393481249538141
3,0,18.025183381468082,10.574424136695193,-0.7689667804576317
3,0,18.14404376962505,10.6635710646268,-0.7984907607911254
3,0,18.14404376962505,10.6635710646268,-0.8421782888743188
3,0,18.15600616885541,10.564289137748572,-0.8421782888743188
3,0,18.16796856808577,10.465007210870345,-0.8456807472742938
3,0,18.17993096731613,10.365725283992118,-0.8494744030458143
3,0,18.191893366546488,10.266443357113891,-0.8535577225329014
3,0,18.203855765776847,10.167161430235664,-0.8579290619638442
3,0,18.215818165007207,10.067879503357437,-0.8625866696174533
3,0,18.227780564237563,9.96859757647921,-0.8675286881148878
3,0,18.239742963467922,9.869315649600983,-0.8727531568307967
3,0,18.251705362698278,9.770033722722756,-0.8782580144174403
3,0,18.269478672877906,9.622524143109349,-0.8840411014350806
3,0,18.269478672877906,9.622524143109349,-0.8931423326431229
3,0,18.177516802449514,9.66180536492476,-0.8931423326431229
3,0,18.08555493202112,9.701086586740171,-0.859574843671048
3,0,17.99359306159273,9.740367808555582,-0.8257803913356518
3,0,17.901631191164338,9.779649030370994,-0.7917565067862355
3,0,17.809669320735946,9.818930252186405,-0.7575007001422023
3,0,17.717707450307554,9.858211474001816,-0.7230104612801966
